owner_id,age,gender,city_district,quarter,primary_breed,is_hybrid,secondary_breed,is_secondary_hybrid,breed_type,dog_yob,dog_gender,dog_color,dog_dob
574,61-70,w,2,23,Mischling gross,NA,NA,NA,I,2013,w,schwarz,2013-09-10
4239,61-70,w,10,102,Pinscher,Mischling,NA,NA,K,2013,w,braun/schwarz,2013-08-10
4726,51-60,m,5,52,Golden Retriever,NA,NA,NA,I,2013,w,creme,2013-12-10
4786,41-50,m,3,34,Weimaraner,NA,NA,NA,I,2013,w,silber,2013-01-10
4801,51-60,m,4,42,Tibetan Spaniel,NA,NA,NA,K,2013,w,schwarz/braun,2013-01-10
4850,51-60,m,4,42,Chihuahua,NA,NA,NA,K,2013,w,beige,2013-05-10
5406,51-60,m,6,61,Französische Bulldogge,NA,NA,NA,K,2013,m,weiss/schwarz,2013-12-10
15639,51-60,m,11,119,Malteser,NA,NA,NA,K,2013,w,weiss,2013-02-10
21828,71-80,w,7,74,Spitz,Mischling,NA,NA,K,2013,m,weiss/beige,2013-10-10
22950,51-60,w,11,119,Mittelpudel,NA,NA,NA,K,2013,w,schwarz,2013-12-10
23493,61-70,m,11,111,Boxer,NA,NA,NA,I,2013,m,braun/weiss,2013-05-10
60348,71-80,m,11,111,Mischling klein,NA,NA,NA,K,2013,w,schwarz/weiss,2013-12-10
60402,61-70,w,11,111,Mischling klein,NA,NA,NA,K,2013,m,dunkelbraun,2013-01-10
65981,51-60,w,6,63,Labrador Retriever,NA,NA,NA,I,2013,m,gelb,2013-03-10
66144,51-60,m,5,51,Deutsche Dogge,NA,NA,NA,I,2013,w,gelb,2013-09-10
67001,51-60,w,3,34,Mops,NA,NA,NA,K,2013,m,beige,2013-09-10
72580,41-50,m,10,102,Prager Rattler,NA,NA,NA,K,2013,m,hellbraun,2013-01-10
72580,41-50,m,10,102,Prager Rattler,NA,NA,NA,K,2013,m,braun,2013-01-10
80571,51-60,m,3,31,Mischling klein,NA,NA,NA,K,2013,w,schwarz/braun,2013-03-10
80645,81-90,w,2,21,Berner Sennenhund,NA,NA,NA,I,2013,w,tricolor,2013-09-10
80835,71-80,w,7,73,Malteser,NA,NA,NA,K,2013,w,weiss,2013-01-10
80838,71-80,w,7,71,Toypudel,NA,NA,NA,K,2013,w,schwarz,2013-05-10
81004,61-70,w,9,92,Scottish Terrier,NA,NA,NA,K,2013,m,schwarz,2013-03-10
81097,61-70,w,7,72,Golden Retriever,NA,NA,NA,I,2013,w,golden,2013-01-10
81153,51-60,w,8,83,Airedale Terrier,NA,NA,NA,I,2013,w,black/tan,2013-02-10
81183,51-60,m,9,92,Yorkshire Terrier,NA,NA,NA,K,2013,m,steelblue/tan,2013-01-10
81463,51-60,w,10,102,Mops,NA,NA,NA,K,2013,w,beige,2013-08-10
81531,71-80,w,3,34,Afghane,NA,NA,NA,I,2013,w,silber,2013-02-10
81614,61-70,m,4,41,Dachshund,NA,NA,NA,K,2013,m,schwarz/rot,2013-02-10
81615,61-70,m,10,101,Golden Retriever,NA,Labrador Retriever,NA,I,2013,m,blondfarben,2013-12-10
81650,71-80,m,10,101,Deutsche Dogge,NA,NA,NA,I,2013,m,schwarz/weiss,2013-09-10
81692,71-80,m,8,83,Yorkshire Terrier,NA,NA,NA,K,2013,m,schwarz/beige,2013-10-10
81789,41-50,m,11,111,Mischling klein,NA,NA,NA,K,2013,m,schwarz/weiss,2013-11-10
81810,61-70,m,11,111,Kleiner Münsterländer,NA,NA,NA,I,2013,w,weiss/braun,2013-08-10
81914,61-70,m,4,44,Deutscher Schäfer,NA,NA,NA,I,2013,m,grau,2013-07-10
81998,71-80,w,10,101,Bolonka Zwetna,NA,NA,NA,K,2013,w,braun/schwarz/weiss,2013-10-10
82002,41-50,w,3,31,Malteser,NA,NA,NA,K,2013,m,weiss,2013-03-10
82032,61-70,w,10,102,Labradoodle,NA,NA,NA,I,2013,w,weiss/braun,2013-12-10
82147,61-70,w,2,23,Jack Russel Terrier,NA,NA,NA,K,2013,w,tricolor,2013-03-10
82275,51-60,w,7,73,Appenzeller Sennenhund,Mischling,NA,NA,I,2013,w,tricolor,2013-07-10
82626,61-70,w,7,71,Border Terrier,NA,NA,NA,K,2013,m,red grizzle,2013-11-10
82676,71-80,w,7,72,Französische Bulldogge,NA,NA,NA,K,2013,w,schwarz/beige,2013-04-10
82703,81-90,w,7,74,Pudel,NA,NA,NA,K,2013,m,schwarz,2013-01-10
82934,51-60,m,2,23,Samojede,NA,NA,NA,I,2013,w,weiss,2013-12-10
82951,61-70,w,7,72,Golden Retriever,NA,NA,NA,I,2013,w,golden,2013-01-10
82993,61-70,w,11,115,Eurasier,NA,NA,NA,I,2013,w,rot/grau,2013-08-10
83065,51-60,w,11,115,Mischling gross,NA,NA,NA,I,2013,m,schwarz,2013-07-10
83108,51-60,w,10,101,Mischling gross,NA,NA,NA,I,2013,w,rehbraun,2013-03-10
83126,61-70,w,8,83,Foo Dog gross,NA,NA,NA,I,2013,m,beige/schwarz,2013-02-10
83141,61-70,w,2,23,Boxer,NA,NA,NA,I,2013,w,gestromt,2013-10-10
83168,51-60,w,3,33,Mittelschnauzer,NA,NA,NA,I,2013,w,pfeffer/salz,2013-03-10
83171,51-60,w,7,73,Zwergpinscher,NA,NA,NA,K,2013,m,rehbraun,2013-02-10
83390,61-70,m,11,119,Basenji,NA,NA,NA,K,2013,w,brindle,2013-12-10
83474,51-60,w,2,24,Mischling klein,NA,NA,NA,K,2013,w,beige,2013-08-10
83626,61-70,w,11,111,Mischling klein,NA,NA,NA,K,2013,m,tricolor,2013-03-10
83776,61-70,w,7,73,Golden Retriever,NA,NA,NA,I,2013,m,golden,2013-09-10
83826,71-80,m,12,122,Chihuahua,NA,NA,NA,K,2013,m,braun,2013-07-10
83916,51-60,w,3,33,Continental Bulldog,NA,NA,NA,I,2013,w,hellbraun/weiss,2013-09-10
83998,81-90,w,3,31,Malteser,NA,NA,NA,K,2013,w,weiss,2013-02-10
84468,51-60,w,7,71,Mops,NA,NA,NA,K,2013,w,beige,2013-01-10
84468,51-60,w,7,71,Mops,NA,NA,NA,K,2013,m,beige,2013-05-10
84677,51-60,w,12,123,Dachsbracke,NA,Bergamasker,NA,I,2013,w,schwarz/braun,2013-10-10
84815,61-70,w,2,24,Tibet Terrier,NA,NA,NA,K,2013,w,schwarz/weiss,2013-08-10
84894,61-70,m,10,101,Berner Sennenhund,NA,NA,NA,I,2013,w,tricolor,2013-02-10
84958,41-50,w,3,33,Hovawart,NA,NA,NA,I,2013,w,schwarz Marken,2013-03-10
85003,61-70,w,10,101,Beagle,NA,NA,NA,K,2013,w,tricolor,2013-05-10
85171,81-90,w,6,61,Yorkshire Terrier,NA,NA,NA,K,2013,w,braun/schwarz,2013-01-10
85344,41-50,w,3,31,Mischling gross,NA,NA,NA,I,2013,w,beige,2013-01-10
85485,51-60,w,11,119,Whippet,NA,NA,NA,I,2013,m,sandfarbig,2013-07-10
85550,61-70,w,7,72,Labrador Retriever,NA,NA,NA,I,2013,w,braun,2013-04-10
85662,61-70,w,11,111,Yorkshire Terrier,NA,NA,NA,K,2013,w,schwarz/braun,2013-09-10
85696,51-60,w,11,111,Griffon,NA,NA,NA,I,2013,w,hellbraun,2013-04-10
85733,51-60,w,3,34,Weimaraner,NA,NA,NA,I,2013,w,silber,2013-01-10
85800,71-80,w,11,115,Berner Sennenhund,Mischling,NA,NA,I,2013,w,tricolor,2013-12-10
85821,51-60,w,9,92,Berner Sennenhund,NA,NA,NA,I,2013,w,tricolor,2013-01-10
85933,71-80,w,10,101,Cairn Terrier,NA,NA,NA,K,2013,w,weizen,2013-05-10
86062,51-60,w,3,33,Jack Russel Terrier,Mischling,NA,NA,K,2013,w,tricolor,2013-04-10
86109,51-60,w,11,115,Havaneser,NA,NA,NA,K,2013,w,zobel/rot,2013-05-10
86226,71-80,w,9,92,Zwergpudel,NA,NA,NA,K,2013,m,apricot,2013-01-10
86285,61-70,m,7,72,Goldendoodle,NA,NA,NA,I,2013,m,weiss/beige,2013-12-10
86535,51-60,w,8,82,Mops,NA,NA,NA,K,2013,w,schwarz,2013-02-10
86535,51-60,w,8,82,Mops,NA,NA,NA,K,2013,m,silber,2013-12-10
86624,51-60,w,2,21,Mischling klein,NA,NA,NA,K,2013,w,schwarz,2013-12-10
86675,71-80,m,12,122,Yorkshire Terrier,NA,NA,NA,K,2013,w,schwarz,2013-10-10
86754,71-80,m,3,33,Chihuahua,NA,NA,NA,K,2013,m,weiss/braun,2013-09-10
86795,71-80,w,12,121,Grosspudel,NA,NA,NA,I,2013,m,silber,2013-03-10
86839,71-80,w,12,122,Zwergpudel,NA,NA,NA,K,2013,m,schwarz,2013-03-10
86901,41-50,w,2,24,Mischling gross,NA,NA,NA,I,2013,m,hellbraun/weiss,2013-02-10
86938,41-50,w,1,12,Podenco,Mischling,NA,NA,I,2013,m,braun/weiss,2013-10-10
86959,51-60,w,7,71,Bolonka Zwetna,NA,NA,NA,K,2013,w,braun,2013-12-10
87070,61-70,w,10,101,Tibet Terrier,NA,NA,NA,K,2013,w,fauve,2013-04-10
87466,71-80,w,10,101,Beagle,NA,NA,NA,K,2013,w,tricolor,2013-02-10
87519,71-80,w,3,31,Lhasa Apso,NA,NA,NA,K,2013,w,creme,2013-05-10
87604,31-40,w,9,91,Labrador Retriever,NA,NA,NA,I,2013,m,schwarz,2013-03-10
87668,41-50,w,3,31,Segugio,NA,NA,NA,I,2013,m,gestromt,2013-05-10
87671,61-70,w,10,101,Jack Russel Terrier,NA,NA,NA,K,2013,w,weiss/schwarz,2013-10-10
87957,71-80,w,8,83,Riesenschnauzer,NA,NA,NA,I,2013,w,schwarz,2013-06-10
88113,71-80,w,7,71,Zwergpudel,NA,NA,NA,K,2013,m,schwarz,2013-12-10
88204,51-60,m,5,51,Collie,NA,NA,NA,I,2013,m,tricolor,2013-05-10
88389,41-50,m,4,44,Mischling klein,NA,NA,NA,K,2013,m,braun/weiss,2013-11-10
88559,61-70,w,8,82,Zwergpudel,NA,NA,NA,K,2013,m,braun,2013-05-10
88565,41-50,w,9,92,Chihuahua,NA,NA,NA,K,2013,m,braun/weiss,2013-10-10
88614,51-60,w,7,72,Flat Coated Retriever,NA,NA,NA,I,2013,w,schwarz,2013-03-10
88678,51-60,w,10,101,Papillon,NA,NA,NA,K,2013,w,tricolor,2013-07-10
88678,51-60,w,10,101,Papillon,NA,NA,NA,K,2013,w,tricolor,2013-01-10
88865,51-60,w,10,101,Appenzeller,NA,Border Collie,NA,I,2013,w,tricolor,2013-08-10
89139,51-60,m,2,24,Italienisches Windspiel,NA,NA,NA,K,2013,w,grau,2013-02-10
89293,41-50,m,11,115,Chihuahua,NA,NA,NA,K,2013,m,creme,2013-08-10
89416,41-50,w,10,101,Jack Russel Terrier,NA,Border Terrier,NA,K,2013,m,schwarz/braun,2013-11-10
89503,51-60,w,3,31,Chihuahua,NA,NA,NA,K,2013,w,tricolor,2013-10-10
89555,41-50,w,7,71,Papillon,NA,NA,NA,K,2013,w,tricolor,2013-11-10
89613,31-40,w,9,92,Border Collie,NA,NA,NA,I,2013,m,red merle,2013-03-10
89657,41-50,m,11,115,Labrador Retriever,NA,NA,NA,I,2013,m,grau,2013-12-10
89677,51-60,m,3,31,Jack Russel Terrier,NA,NA,NA,K,2013,m,weiss/braun,2013-03-10
89680,61-70,w,11,115,Malteser,NA,NA,NA,K,2013,w,weiss,2013-02-10
89766,41-50,m,9,92,Französische Bulldogge,NA,NA,NA,K,2013,w,beige,2013-09-10
90352,51-60,w,9,92,Cavalier King Charles Spaniel,NA,NA,NA,K,2013,w,braun/weiss,2013-08-10
90512,41-50,w,2,24,Deutsche Dogge,NA,NA,NA,I,2013,m,blau,2013-06-10
91316,61-70,w,7,71,Beagle,NA,NA,NA,K,2013,m,tricolor,2013-10-10
91939,51-60,w,9,92,Yorkshire Terrier,NA,NA,NA,K,2013,w,steelblue/tan,2013-04-10
92071,31-40,m,11,111,Deutsche Dogge,NA,NA,NA,I,2013,w,schwarz/weiss,2013-01-10
94222,41-50,w,12,122,Shih Tzu,NA,NA,NA,K,2013,m,weiss,2013-08-10
94735,41-50,w,9,91,Schäfer,NA,NA,NA,I,2013,m,braun/schwarz,2013-11-10
95469,51-60,w,11,111,Labrador Retriever,NA,NA,NA,I,2013,m,braun,2013-04-10
95560,41-50,w,2,21,Beagle,NA,NA,NA,K,2013,m,tricolor,2013-03-10
95569,41-50,m,9,92,Alaskan Malamute,NA,NA,NA,I,2013,m,weiss/schwarz,2013-09-10
95569,41-50,m,9,92,Alaskan Malamute,NA,NA,NA,I,2013,w,weiss/braun/schwarz,2013-02-10
96131,51-60,w,4,42,Malteser,NA,NA,NA,K,2013,m,weiss,2013-01-10
98359,61-70,m,8,83,Yorkshire Terrier,NA,NA,NA,K,2013,w,schwarz/braun,2013-02-10
98577,61-70,m,7,72,Tiroler Bracke,NA,NA,NA,I,2013,w,schwarz/rot,2013-11-10
98707,31-40,w,3,34,Podenco,Mischling,NA,NA,I,2013,m,hellbraun,2013-07-10
99107,51-60,w,7,71,Mischling klein,NA,NA,NA,K,2013,m,hellbraun,2013-11-10
99269,51-60,w,2,21,Gordon Setter,NA,NA,NA,I,2013,m,black/tan,2013-08-10
99361,21-30,w,4,44,Französische Bulldogge,NA,NA,NA,K,2013,w,schwarz/braun/weiss,2013-05-10
99714,61-70,w,7,72,Dackel,NA,NA,NA,K,2013,w,saufarben,2013-12-10
99724,41-50,w,11,119,Shih Tzu,NA,NA,NA,K,2013,w,tricolor,2013-11-10
99781,41-50,m,1,13,Schäfer,Mischling,NA,NA,I,2013,w,schwarz/braun,2013-08-10
99787,41-50,w,3,31,Terrier,NA,Dackel,NA,K,2013,w,schwarz/braun/weiss,2013-12-10
99842,31-40,w,12,121,Pinscher,NA,Chihuahua,NA,K,2013,m,black/tan,2013-06-10
99849,41-50,m,9,91,Berner Sennenhund,Mischling,NA,NA,I,2013,w,tricolor,2013-03-10
99850,41-50,w,8,83,Podenco,NA,NA,NA,I,2013,m,weiss/braun,2013-02-10
99923,21-30,w,2,23,Chihuahua,NA,NA,NA,K,2013,m,schwarz/weiss,2013-04-10
99983,51-60,w,11,115,Chihuahua,NA,NA,NA,K,2013,m,wildfarbig,2013-12-10
100005,41-50,w,7,72,Shih Tzu,NA,NA,NA,K,2013,m,schwarz/weiss,2013-09-10
100005,41-50,w,7,72,Foxterrier,Mischling,NA,NA,K,2013,w,braun,2013-02-10
100030,41-50,w,9,91,Chihuahua,NA,NA,NA,K,2013,m,schwarz/braun,2013-06-10
100152,61-70,w,11,115,Terrier,NA,Collie,NA,I,2013,w,weiss/braun,2013-01-10
100280,31-40,w,11,111,Toller,NA,NA,NA,I,2013,m,rot/weiss,2013-10-10
103015,41-50,w,12,123,Bolonka Zwetna,NA,NA,NA,K,2013,m,beige,2013-09-10
103464,61-70,w,7,74,Zwergpudel,NA,NA,NA,K,2013,m,apricot,2013-12-10
103617,51-60,w,10,101,Dackel,NA,Terrier,NA,K,2013,w,schwarz,2013-08-10
103662,71-80,w,7,72,Segugio,NA,NA,NA,I,2013,w,schwarz/braun,2013-05-10
103811,41-50,w,8,82,Mischling gross,NA,NA,NA,I,2013,w,rot/weiss,2013-02-10
103850,41-50,w,2,21,Australian Shepherd,NA,NA,NA,I,2013,m,red merle,2013-01-10
103850,41-50,w,2,21,Schäfer,Mischling,NA,NA,I,2013,w,beige/schwarz,2013-05-10
103890,61-70,m,6,61,Französische Bulldogge,NA,NA,NA,K,2013,m,fawn,2013-08-10
104222,41-50,w,9,92,Border Terrier,NA,NA,NA,K,2013,w,red grizzle,2013-04-10
104714,41-50,w,6,61,Labrador Retriever,NA,NA,NA,I,2013,w,blondfarben,2013-11-10
104980,41-50,m,12,122,Chihuahua,NA,NA,NA,K,2013,m,braun,2013-05-10
105327,61-70,m,10,101,Mischling gross,NA,NA,NA,I,2013,m,schwarz/braun/weiss,2013-12-10
105585,41-50,w,9,92,Papillon,NA,NA,NA,K,2013,m,schwarz/weiss,2013-10-10
105626,51-60,m,9,91,Chihuahua,NA,NA,NA,K,2013,w,grau,2013-09-10
105717,41-50,w,6,61,Irish Terrier,NA,NA,NA,I,2013,w,rot,2013-10-10
107752,61-70,w,1,11,Malteser,NA,NA,NA,K,2013,w,weiss,2013-12-10
108506,31-40,m,7,72,Mischling klein,NA,NA,NA,K,2013,m,tricolor,2013-05-10
109510,41-50,m,11,111,Jack Russel Terrier,NA,NA,NA,K,2013,m,tricolor,2013-12-10
110012,21-30,w,11,115,Chihuahua,NA,NA,NA,K,2013,w,braun/grau,2013-12-10
