owner_id,age,gender,city_district,quarter,primary_breed,is_hybrid,secondary_breed,is_secondary_hybrid,breed_type,dog_yob,dog_gender,dog_color,dog_dob
5348,61-70,m,7,74,Magyar Viszla,NA,NA,NA,I,2005,w,gelb,2005-02-10
6314,61-70,m,10,101,Jack Russel Terrier,NA,NA,NA,K,2005,w,tricolor,2005-06-10
6594,51-60,m,7,72,Staffordshire Bull Terrier,NA,NA,NA,II,2005,w,mahagoni/weiss,2005-11-10
12349,61-70,m,4,41,English Springer Spaniel,NA,NA,NA,I,2005,m,braun/weiss,2005-01-10
13193,51-60,m,11,111,Langhaardackel,NA,NA,NA,K,2005,w,hellbraun,2005-05-10
21865,61-70,m,6,61,Foxterrier,NA,NA,NA,K,2005,m,tricolor,2005-11-10
60397,51-60,m,7,74,Deutscher Schäfer,NA,NA,NA,I,2005,w,grau/schwarz,2005-07-10
65713,61-70,w,2,21,Lagotto Romagnolo,NA,NA,NA,I,2005,w,braun,2005-01-10
80127,41-50,w,10,101,American Bulldog,NA,NA,NA,I,2005,w,weiss,2005-11-10
80168,61-70,m,11,119,Labrador Retriever,NA,NA,NA,I,2005,m,beige,2005-12-10
80205,41-50,m,5,51,Beauceron,NA,NA,NA,I,2005,m,black/tan,2005-09-10
80306,61-70,m,9,91,Border Terrier,NA,NA,NA,K,2005,m,grau/braun,2005-03-10
80351,81-90,w,3,33,Bearded Collie,NA,NA,NA,I,2005,w,braun/weiss,2005-05-10
80404,61-70,m,7,72,Rottweiler,NA,NA,NA,I,2005,w,schwarz,2005-09-10
80516,51-60,m,3,33,Malteser,Mischling,NA,NA,K,2005,w,weiss/braun,2005-12-10
80530,81-90,w,2,21,Pudel,NA,NA,NA,K,2005,w,schwarz,2005-01-10
80618,71-80,w,8,83,Irish Terrier,NA,NA,NA,I,2005,w,rot,2005-04-10
80631,71-80,w,11,115,Tervueren,NA,NA,NA,I,2005,w,braun/schwarz,2005-08-10
80719,61-70,w,11,111,Parson Terrier,Mischling,NA,NA,K,2005,m,beige,2005-01-10
80734,71-80,w,2,24,Basset Griffon vendéen,NA,NA,NA,I,2005,w,zobel/weiss,2005-01-10
80884,71-80,w,7,74,Cocker Spaniel,NA,NA,NA,K,2005,w,weiss/orange,2005-07-10
80885,81-90,m,7,72,West Highland White Terrier,NA,NA,NA,K,2005,w,weiss,2005-01-10
81018,81-90,w,10,101,Tervueren,NA,NA,NA,I,2005,w,braun,2005-12-10
81050,61-70,w,5,52,Labrador Retriever,NA,NA,NA,I,2005,m,schwarz,2005-10-10
81274,91-100,m,9,92,Labrador Retriever,Mischling,NA,NA,I,2005,w,schwarz,2005-05-10
81346,61-70,w,7,71,Terrier,Mischling,NA,NA,K,2005,w,tricolor,2005-07-10
81380,81-90,m,12,121,Pudel,NA,NA,NA,K,2005,w,silber,2005-02-10
81437,71-80,w,7,74,Mischling klein,NA,NA,NA,K,2005,w,schwarz/braun,2005-02-10
81648,41-50,w,10,101,Chihuahua,NA,NA,NA,K,2005,m,schwarz/weiss,2005-03-10
81733,61-70,m,11,115,Jack Russel Terrier,Mischling,NA,NA,K,2005,m,tricolor,2005-03-10
81878,71-80,w,7,73,Zwergrauhaardackel,NA,NA,NA,K,2005,w,schwarz/braun,2005-11-10
82053,61-70,w,11,111,Rauhaar Dackel,NA,NA,NA,K,2005,m,schwarz/braun,2005-01-10
82063,71-80,w,11,111,Mops,NA,NA,NA,K,2005,w,beige,2005-10-10
82091,41-50,m,7,72,Irish Terrier,NA,NA,NA,I,2005,w,rot,2005-12-10
82190,61-70,w,10,101,Mischling klein,NA,NA,NA,K,2005,m,weiss/braun,2005-01-10
82193,71-80,w,7,73,Mischling klein,NA,NA,NA,K,2005,w,beige,2005-06-10
82398,51-60,w,11,111,Bergamasker,NA,Maremmano,NA,I,2005,w,braun,2005-08-10
82450,71-80,w,7,74,Mischling klein,NA,NA,NA,K,2005,w,braun/weiss,2005-06-10
82452,61-70,w,10,102,Dachshund,NA,NA,NA,K,2005,w,rot,2005-02-10
82452,61-70,w,10,102,Dachshund,NA,NA,NA,K,2005,w,schwarz/rot,2005-12-10
82478,61-70,m,9,92,Schäfer,NA,NA,NA,I,2005,m,weiss,2005-02-10
82506,51-60,w,4,44,Yorkshire Terrier,NA,NA,NA,K,2005,m,tricolor,2005-01-10
82590,61-70,w,7,74,Golden Retriever,Mischling,NA,NA,I,2005,w,rot/braun,2005-07-10
82646,61-70,m,11,115,Toypudel,NA,NA,NA,K,2005,w,apricot,2005-02-10
82662,41-50,w,7,74,Tibet Terrier,NA,NA,NA,K,2005,w,zobel,2005-08-10
82699,71-80,w,7,72,Gos d'Atura Català,NA,NA,NA,I,2005,m,zobel,2005-02-10
82753,61-70,w,6,63,Labrador Retriever,NA,NA,NA,I,2005,w,gelb,2005-09-10
82867,81-90,w,2,21,Pudel,Mischling,NA,NA,K,2005,m,weiss,2005-01-10
83090,71-80,w,3,31,Golden Retriever,NA,NA,NA,I,2005,w,golden,2005-06-10
83129,71-80,m,6,61,Leonberger,Mischling,NA,NA,I,2005,w,braun,2005-07-10
83180,51-60,w,2,24,Jack Russel Terrier,NA,NA,NA,K,2005,m,weiss/rot,2005-01-10
83313,61-70,w,9,92,Dogge,Mischling,NA,NA,I,2005,m,schwarz/weiss,2005-03-10
83364,71-80,w,4,44,Pinscher,Mischling,NA,NA,K,2005,w,braun/schwarz,2005-04-10
83379,81-90,w,9,92,Yorkshire Terrier,NA,NA,NA,K,2005,w,schwarz/braun/grau,2005-08-10
83464,51-60,w,10,102,Podenco,NA,Galgo,NA,I,2005,m,beige/weiss,2005-11-10
83526,81-90,w,11,119,Schäfer,Mischling,NA,NA,I,2005,w,schwarz/braun,2005-10-10
83531,51-60,w,8,81,Bergamasker,NA,Labrador Retriever,NA,I,2005,m,schwarz/weiss,2005-11-10
83680,41-50,w,9,92,Chihuahua,NA,NA,NA,K,2005,m,black/tan,2005-10-10
83697,41-50,w,11,111,Welsh Corgi Cardigan,NA,NA,NA,K,2005,w,braun/weiss,2005-02-10
83737,41-50,w,9,91,Akita Inu,NA,NA,NA,I,2005,w,rot,2005-05-10
83933,61-70,w,9,92,Mischling klein,NA,NA,NA,K,2005,w,schwarz/braun/weiss,2005-12-10
83984,71-80,m,8,81,West Highland White Terrier,NA,NA,NA,K,2005,m,weiss,2005-03-10
