owner_id,age,gender,city_district,quarter,primary_breed,is_hybrid,secondary_breed,is_secondary_hybrid,breed_type,dog_yob,dog_gender,dog_color,dog_dob
5740,51-60,m,9,92,Jack Russel Terrier,NA,NA,NA,K,2015,w,weiss/braun,2015-07-10
6619,41-50,w,11,111,Lhasa Apso,NA,NA,NA,K,2015,w,golden,2015-09-10
14387,61-70,m,5,52,Zwergpinscher,NA,NA,NA,K,2015,m,schwarz/braun,2015-04-10
14550,81-90,m,12,122,Biewer Yorkshire Terrier,NA,NA,NA,K,2015,w,tricolor,2015-10-10
15456,41-50,m,2,21,Chihuahua,NA,NA,NA,K,2015,w,schwarz/weiss,2015-08-10
15490,61-70,m,9,92,Parson Jack Russell Terrier,NA,NA,NA,K,2015,m,weiss/blau,2015-09-10
18462,51-60,m,6,63,Border Collie,NA,NA,NA,I,2015,m,tricolor,2015-01-10
19900,41-50,w,5,51,Spitz,NA,NA,NA,K,2015,m,braun/schwarz,2015-03-10
66869,51-60,w,2,24,Havaneser,NA,NA,NA,K,2015,m,braun/rot,2015-10-10
71991,41-50,m,6,63,Border Collie,NA,NA,NA,I,2015,m,schwarz/weiss,2015-12-10
80028,41-50,w,10,101,Border Collie,NA,Deutscher Schäfer,NA,I,2015,w,tricolor,2015-12-10
80198,81-90,w,7,74,Biewer Yorkshire Terrier,NA,NA,NA,K,2015,m,tricolor,2015-10-10
80404,61-70,m,7,72,Deutscher Wachtel,NA,NA,NA,I,2015,m,braun schimmel,2015-03-10
80498,61-70,m,12,122,Malteser,NA,NA,NA,K,2015,m,weiss,2015-08-10
80648,41-50,m,11,111,Belgischer Schäfer,NA,Groenendael,NA,I,2015,m,schwarz,2015-07-10
80760,61-70,w,7,74,Epagneul Breton,NA,NA,NA,I,2015,m,weiss/orange,2015-08-10
80853,51-60,w,12,122,Labradoodle,NA,NA,NA,I,2015,w,schwarz,2015-11-10
80899,51-60,w,11,115,Mischling klein,Mischling,NA,NA,K,2015,w,tricolor,2015-10-10
81139,81-90,w,7,74,Mops,NA,NA,NA,K,2015,m,beige,2015-09-10
